"LookupName","ResolvedName","SMILES","CID","MolecularFormula","MonoisotopicMass"
"4-Tert-butyl-2-(hydroxymethyl)phenol","2-Hydroxy-5-tert-butylbenzyl alcohol | C11H16O2 | CID 96020",NA,96020,NA,NA
"(S)-3-(benzyloxy)-2-methylpropan-1-ol","(S)-3-(benzyloxy)-2-methylpropan-1-ol | C11H16O2 | CID 11105957",NA,11105957,NA,NA
"7-Phenylbicyclo[4.1.0]hepta-1,3,5-triene","7-Phenylbicyclo[4.1.0]hepta-1,3,5-triene | C13H10 | CID 3029983",NA,3029983,NA,NA
"3-Phenylbicyclo[4.1.0]hepta-1(6),2,4-triene","3-Phenylbicyclo[4.1.0]hepta-1(6),2,4-triene | C13H10 | CID 144984694",NA,144984694,NA,NA
"Diphenylmethyl cation","Phenylmethylbenzene | C13H11+ | CID 12740959",NA,12740959,NA,NA
"Benzylcyclohexatriene","Benzylcyclohexatriene | C13H11+ | CID 57621568",NA,57621568,NA,NA
"7-Phenylbicyclo[3.1.1]hepta-1(6),2,4-triene","7-Phenylbicyclo[3.1.1]hepta-1(6),2,4-triene | C13H10 | CID 23354917",NA,23354917,NA,NA
"1-(Cyclohexatrienyl)-2-methylbenzene","1-(Cyclohexatrienyl)-2-methylbenzene | C13H11+ | CID 135030114",NA,135030114,NA,NA
"(4-Phenylbenzyl)cation","CID 85626877 | C13H11+ | CID 85626877",NA,85626877,NA,NA
"Fluorene","Fluorene | C13H10 | CID 6853",NA,6853,NA,NA
"7-Phenylbicyclo[2.2.1]hepta-1,3,5-triene","7-Phenylbicyclo[2.2.1]hepta-1,3,5-triene | C13H10 | CID 67585297",NA,67585297,NA,NA
"2-Benzylbicyclo[3.1.0]hexa-1,3,5-triene","2-Benzylbicyclo[3.1.0]hexa-1,3,5-triene | C13H10 | CID 20226586",NA,20226586,NA,NA
"6-Benzylbicyclo[3.1.0]hexa-1(6),2,4-triene","6-Benzylbicyclo[3.1.0]hexa-1(6),2,4-triene | C13H10 | CID 70608726",NA,70608726,NA,NA
"Methoxen","Methoxen | C13H10 | CID 129719517",NA,129719517,NA,NA
"3-Phenylcyclohepta-1,3,5-triene","3-Phenylcyclohepta-1,3,5-triene | C13H12 | CID 12341829",NA,12341829,NA,NA
"4-Cyclopropylbuta-1,3-diynylbenzene","4-Cyclopropylbuta-1,3-diynylbenzene | C13H10 | CID 141427558",NA,141427558,NA,NA
"5-Methylhex-5-en-1,3-diynylbenzene","5-Methylhex-5-en-1,3-diynylbenzene | C13H10 | CID 144143262",NA,144143262,NA,NA
"2-Methylbiphenylene","2-Methylbiphenylene | C13H10 | CID 12334442",NA,12334442,NA,NA
"4-Methyltricyclo[6.3.1.02,7]dodeca-1(11),2(7),3,5,8(12),9-hexaene","4-Methyltricyclo[6.3.1.02,7]dodeca-1(11),2(7),3,5,8(12),9-hexaene | C13H10 | CID 53870000",NA,53870000,NA,NA
"1-Phenyl-5-Heptene-1,3-Diyne","1-Phenyl-5-heptene-1,3-diyne | C13H10 | CID 5281154",NA,5281154,NA,NA
"1-(2-Cyclopropylethynyl)-2-ethynylbenzene","1-(2-Cyclopropylethynyl)-2-ethynylbenzene | C13H10 | CID 154723466",NA,154723466,NA,NA
"2-(2-Methylphenyl)bicyclo[2.2.0]hexa-1,3,5-triene","2-(2-Methylphenyl)bicyclo[2.2.0]hexa-1,3,5-triene | C13H10 | CID 67186768",NA,67186768,NA,NA
"1-Prop-2-ynylazulene","1-Prop-2-ynylazulene | C13H10 | CID 14937247",NA,14937247,NA,NA
"Tricyclo[7.2.2.02,7]trideca-1(11),2,4,6,9,12-hexaene","Tricyclo[7.2.2.02,7]trideca-1(11),2,4,6,9,12-hexaene | C13H10 | CID 19763657",NA,19763657,NA,NA
"2-Ethynyl-6-methylnaphthalene","2-Ethynyl-6-methylnaphthalene | C13H10 | CID 21350378",NA,21350378,NA,NA
"2-Ethynyl-7-methylnaphthalene","2-Ethynyl-7-methylnaphthalene | C13H10 | CID 123938786",NA,123938786,NA,NA
"1-Ethynyl-2-methylnaphthalene","1-Ethynyl-2-methylnaphthalene | C13H10 | CID 10630902",NA,10630902,NA,NA
"2-Cyclopenta-1,4-dien-1-ylethynylbenzene","2-Cyclopenta-1,4-dien-1-ylethynylbenzene | C13H10 | CID 15777923",NA,15777923,NA,NA
"7-[(2,4-Cyclopentadiene-1-ylidene)methylene]-1,3,5-cycloheptatriene","CID 102189628 | C13H10 | CID 102189628",NA,102189628,NA,NA
"Tridec-2-en-4,6,8,10-tetrayne","Tridec-2-en-4,6,8,10-tetrayne | C13H10 | CID 141461228",NA,141461228,NA,NA
"1,3-Diethynyl-5-prop-1-en-2-ylbenzene","1,3-Diethynyl-5-prop-1-en-2-ylbenzene | C13H10 | CID 144492308",NA,144492308,NA,NA
"3-Methylacenaphthylene","3-Methylacenaphthylene | C13H10 | CID 13716078",NA,13716078,NA,NA
"trideca-1,3,5-trien-7,9,11-triyne","Trideca-1,3,5-trien-7,9,11-triyne | C13H10 | CID 528756",NA,528756,NA,NA
"trideca-1,3,11-trien-5,7,9-triyne","1,3,11-Tridecatriene-5,7,9-triyne | C13H10 | CID 180274",NA,180274,NA,NA
"2H-Benzo[f]indene","2H-cyclopenta[b]naphthalene | C13H10 | CID 57983839",NA,57983839,NA,NA
"7-ethynyl-7H-benzo[7]annulene","7-ethynyl-7H-benzo[7]annulene | C13H10 | CID 153563944",NA,153563944,NA,NA
"6-Ethynyl-1-methylnaphthalene","6-Ethynyl-1-methylnaphthalene | C13H10 | CID 157097712",NA,157097712,NA,NA
"1-(2-Naphthyl)propadiene","CID 11423793 | C13H10 | CID 11423793",NA,11423793,NA,NA
"Tridecanonen","Tridecanonen | C13H10 | CID 129889475",NA,129889475,NA,NA
"2H-cyclopenta[a]naphthalene","2H-cyclopenta[a]naphthalene | C13H10 | CID 24943261",NA,24943261,NA,NA
"2H-cyclopenta[e]azulene","2H-cyclopenta[e]azulene | C13H10 | CID 23516579",NA,23516579,NA,NA
"7H-cyclopenta[f]azulene","7H-cyclopenta[f]azulene | C13H10 | CID 91223984",NA,91223984,NA,NA
"2-Phenylbicyclo[2.2.1]hepta-1,3,5-triene","2-Phenylbicyclo[2.2.1]hepta-1,3,5-triene | C13H10 | CID 20567898",NA,20567898,NA,NA
"10-Methyltricyclo[6.3.1.02,7]dodeca-1(12),2,4,6,8,10-hexaene","10-Methyltricyclo[6.3.1.02,7]dodeca-1(12),2,4,6,8,10-hexaene | C13H10 | CID 53674815",NA,53674815,NA,NA
"6H-cyclopenta[f]azulene","6H-cyclopenta[f]azulene | C13H10 | CID 23500242",NA,23500242,NA,NA
"1-Ethynyl-2-(1-ethynylcyclopropyl)benzene","1-Ethynyl-2-(1-ethynylcyclopropyl)benzene | C13H10 | CID 165756688",NA,165756688,NA,NA
"1-(1-Naphthyl)-1-propyne","1-(1-Naphthyl)-1-propyne | C13H10 | CID 11041081",NA,11041081,NA,NA
"1-Ethynyl-4-methylnaphthalene","1-Ethynyl-4-methylnaphthalene | C13H10 | CID 86634974",NA,86634974,NA,NA
"Naphthalene, 1-(1,2-propadienyl)-","Naphthalene, 1-(1,2-propadienyl)- | C13H10 | CID 11435149",NA,11435149,NA,NA
"2-Prop-2-ynyl-naphthalene","2-Prop-2-ynyl-naphthalene | C13H10 | CID 17968182",NA,17968182,NA,NA
"Tricyclo[6.4.1.04,13]trideca-1,3,5,7,9,11-hexaene","Tricyclo[6.4.1.04,13]trideca-1,3,5,7,9,11-hexaene | C13H10 | CID 91275499",NA,91275499,NA,NA
"3H-Cyclopenta[E]azulene","3H-Cyclopenta[E]azulene | C13H10 | CID 13156502",NA,13156502,NA,NA
"1-Ethynyl-3-(1-ethynylcyclopropyl)benzene","1-Ethynyl-3-(1-ethynylcyclopropyl)benzene | C13H10 | CID 165667339",NA,165667339,NA,NA
"9bH-Phenalene","9bH-phenalene | C13H10 | CID 12171392",NA,12171392,NA,NA
"1-Ethynyl-3-methylnaphthalene","1-Ethynyl-3-methylnaphthalene | C13H10 | CID 58730099",NA,58730099,NA,NA
"2-(4-Methylphenyl)bicyclo[3.1.0]hexa-1,3,5-triene","2-(4-Methylphenyl)bicyclo[3.1.0]hexa-1,3,5-triene | C13H10 | CID 141970473",NA,141970473,NA,NA
"4-Biphenylylcarbene","5-Methylidene-2-phenylcyclohexa-1,3-diene | C13H10 | CID 58696080",NA,58696080,NA,NA
"3-Phenylcyclohepta-1,3-dien-5-yne","3-Phenylcyclohepta-1,3-dien-5-yne | C13H10 | CID 142101256",NA,142101256,NA,NA
"Cyclopentaazulene","Cyclopentaazulene | C13H10 | CID 13156501",NA,13156501,NA,NA
"m Ethanobenzocyclooctene","m Ethanobenzocyclooctene | C13H10 | CID 129708102",NA,129708102,NA,NA
"5aH-cyclopenta[a]naphthalene","CID 85772745 | C13H10 | CID 85772745",NA,85772745,NA,NA
"Tricyclo[6.5.0.03,5]trideca-1(13),2,5,7,9,11-hexaene","Tricyclo[6.5.0.03,5]trideca-1(13),2,5,7,9,11-hexaene | C13H10 | CID 152220871",NA,152220871,NA,NA
"1-Methylbiphenylene","1-Methylbiphenylene | C13H10 | CID 12362861",NA,12362861,NA,NA
"Tricyclo[7.4.0.02,4]trideca-1(13),2(4),5,7,9,11-hexaene","Tricyclo[7.4.0.02,4]trideca-1(13),2(4),5,7,9,11-hexaene | C13H10 | CID 90899535",NA,90899535,NA,NA
"7-ethenyl-1H-cyclopropa[a]naphthalene","7-ethenyl-1H-cyclopropa[a]naphthalene | C13H10 | CID 163672925",NA,163672925,NA,NA
"2-(3-Methylphenyl)bicyclo[3.1.0]hexa-1,3,5-triene","2-(3-Methylphenyl)bicyclo[3.1.0]hexa-1,3,5-triene | C13H10 | CID 20226553",NA,20226553,NA,NA
"2-Ethynyl-1-methylnaphthalene","2-Ethynyl-1-methylnaphthalene | C13H10 | CID 130785496",NA,130785496,NA,NA
"4-Methyl-s-indacene","4-Methyl-s-indacene | C13H10 | CID 155647373",NA,155647373,NA,NA
"1-Cyclopenta-2,4-dien-1-yl-2-ethynylbenzene","1-Cyclopenta-2,4-dien-1-yl-2-ethynylbenzene | C13H10 | CID 129706469",NA,129706469,NA,NA
"1-Ethynyl-4-(1-ethynylcyclopropyl)benzene","1-Ethynyl-4-(1-ethynylcyclopropyl)benzene | C13H10 | CID 165704212",NA,165704212,NA,NA
"6-but-3-en-1-ynyl-1H-indene","6-but-3-en-1-ynyl-1H-indene | C13H10 | CID 156662156",NA,156662156,NA,NA
"2H-fluorene","2H-fluorene | C13H10 | CID 22972251",NA,22972251,NA,NA
"5-Methylacenaphthylene","5-Methylacenaphthylene | C13H10 | CID 14939363",NA,14939363,NA,NA
"2-(3-Methylphenyl)cyclohexa-1,3-dien-5-yne","2-(3-Methylphenyl)cyclohexa-1,3-dien-5-yne | C13H10 | CID 123426071",NA,123426071,NA,NA
"4-Phenylcyclohepta-1,3-dien-5-yne","4-Phenylcyclohepta-1,3-dien-5-yne | C13H10 | CID 144577998",NA,144577998,NA,NA
"9aH-cyclopenta[b]naphthalene","9aH-cyclopenta[b]naphthalene | C13H10 | CID 22088241",NA,22088241,NA,NA
"3H-Cyclopenta[A]azulene","3H-Cyclopenta[A]azulene | C13H10 | CID 15004838",NA,15004838,NA,NA
"Hexanoic acid, 6-[(2-ethyl-1-oxohexyl)amino]-","6-((2-Ethyl-1-oxohexyl)amino)hexanoic acid | C14H27NO3 | CID 173331",NA,173331,NA,NA
"(S)-(-)-2-(Boc-amino)-3-cyclohexyl-1-propanol","(S)-(-)-2-(tert-Butoxycarbonylamino)-3-cyclohexyl-1-propanol | C14H27NO3 | CID 11043405",NA,11043405,NA,NA
"Ethyl N-(2-isobutyl-4-methyl-1-oxopentyl)glycinate","Ethyl N-(2-isobutyl-4-methyl-1-oxopentyl)glycinate | C14H27NO3 | CID 113463",NA,113463,NA,NA
"2-[1-(2-hydroxyethyl)-6-pentylpiperidin-2-yl]acetic acid","2-[1-(2-Hydroxyethyl)-6-pentylpiperidin-2-yl]acetic acid | C14H27NO3 | CID 85222650",NA,85222650,NA,NA
"4-Decanamidobutanoic acid","4-Decanamidobutanoic acid | C14H27NO3 | CID 43355126",NA,43355126,NA,NA
"tert-Butyl cyclohexyl(3-hydroxypropyl)carbamate","Cyclohexyl-(3-hydroxy-propyl)-carbamic acid tert-butyl ester | C14H27NO3 | CID 22397310",NA,22397310,NA,NA
"Tert-butyl 4-(2-hydroxy-2-methylpropyl)piperidine-1-carboxylate","Tert-butyl 4-(2-hydroxy-2-methylpropyl)piperidine-1-carboxylate | C14H27NO3 | CID 18423490",NA,18423490,NA,NA
"2-dodecanamidoacetic acid","N-Lauroylglycine | C14H27NO3 | CID 346152",NA,346152,NA,NA
"Acetic acid, (diethylamino)oxo-, octyl ester","Acetic acid, (diethylamino)oxo-, octyl ester | C14H27NO3 | CID 3042718",NA,3042718,NA,NA
"(3,3,5-trimethylcyclohexyl) N-(3-methoxypropyl)carbamate","Cyclohexyl carbamate derivative 5 | C14H27NO3 | CID 49787363",NA,49787363,NA,NA
"4,5-dihydroxy-N-(2-methylpropyl)dec-2-enamide","4,5-dihydroxy-N-(2-methylpropyl)dec-2-enamide | C14H27NO3 | CID 73804405",NA,73804405,NA,NA
"Ethyl N-(2-sec-butyl-3-methyl-1-oxopentyl)glycinate","Ethyl N-(2-sec-butyl-3-methyl-1-oxopentyl)glycinate | C14H27NO3 | CID 44147520",NA,44147520,NA,NA
"(+)-Carpamic acid","Carpamsaure | C14H27NO3 | CID 12305275",NA,12305275,NA,NA
"1-[4-hydroxy-6-(2-hydroxybutyl)-1-methylpiperidin-2-yl]butan-2-one","1-[4-Hydroxy-6-(2-hydroxybutyl)-1-methylpiperidin-2-yl]butan-2-one | C14H27NO3 | CID 162858342",NA,162858342,NA,NA
"4-{[(cyclopentylmethyl)amino]methyl}-4-(methoxymethyl)cyclopentane-1,2-diol","4-[(Cyclopentylmethylamino)methyl]-4-(methoxymethyl)cyclopentane-1,2-diol | C14H27NO3 | CID 162878127",NA,162878127,NA,NA
"(1R,2R,4S)-1beta-Hydroxy-2alpha-[bis(2-hydroxyethyl)amino]-p-mentha-8-ene","(1R,2R,4S)-1beta-Hydroxy-2alpha-[bis(2-hydroxyethyl)amino]-p-mentha-8-ene","CC(=C)C1CCC(C(C1)N(CCO)CCO)(C)O",0,NA,NA
"2-[(3,4-Dimethoxycyclohexyl)methyl]piperidin-1-ium-3-ol","2-[(3,4-Dimethoxycyclohexyl)methyl]piperidin-3-ol | C14H27NO3 | CID 163156429",NA,163156429,NA,NA
"(4R)-4-[(3S,5S,7R,8R,9S,10R,12S,13R,14S)-3,7,12-trihydroxy-10,13-dimethyl-4,5,6,7,8,9,11,12,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-17-yl]pentanamide","Dehydrocholsaureamid | C24H39NO4 | CID 129629698",NA,129629698,NA,NA
"(4R)-4-[(3R,5S,7R,8S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanamide","(4R)-4-[(3R,5S,7R,8S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanamide","CC(CCC(=O)N)C1CCC2C1(C(C=C3C2C(CC4C3(CCC(C4)O)C)O)O)C",0,NA,NA
"Mirabilene B isonitrile","Mirabilene B isonitrile | C24H39NO4 | CID 146683685",NA,146683685,NA,NA
"3-hydroxy-4-(icosa-5,8,11,14-tetraenamido)butanoic acid","n-Arachidonoyl-3-hydroxy-gamma-aminobutyric acid | C24H39NO4 | CID 53394069",NA,53394069,NA,NA
"12-Hete-gaba","12-Hete-gaba | C24H39NO4 | CID 53477513",NA,53477513,NA,NA
"15-Hete-gaba","15-Hete-gaba | C24H39NO4 | CID 53477514",NA,53477514,NA,NA
"cis-(+)-12-Oxo-phytodienoyl-(S)-isoleucine","cis-(+)-12-Oxo-phytodienoyl-(S)-isoleucine | C24H39NO4 | CID 25190949",NA,25190949,NA,NA
"N-Arachidonoyl Threonine","N-Arachidonoyl Threonine | C24H39NO4 | CID 87748065",NA,87748065,NA,NA
"3-(4-hydroxyphenyl)-2-pentadecanamidopropanoic acid","3-(4-Hydroxyphenyl)-2-(pentadecanoylamino)propanoic acid | C24H39NO4 | CID 17776548",NA,17776548,NA,NA
"4-Nitrophenyl stearate","4-Nitrophenyl stearate | C24H39NO4 | CID 4386004",NA,4386004,NA,NA
"11-ethyl-6,8,16-trimethoxy-13-methyl-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecan-4-ol","11-Ethyl-6,8,16-trimethoxy-13-methyl-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-ol | C24H39NO4 | CID 163023419",NA,163023419,NA,NA
"Weisaconitine D","Weisaconitine D","CCN1CC2CCC(C34C2CC(C31)C5(CC(C6CC4C5C6O)OC)OCC)OC",0,NA,NA
"Cassaine","Cassaine | C24H39NO4 | CID 5281267",NA,5281267,NA,NA
"2-(7-hydroxy-1,4b,8,8,10a-pentamethyl-10-oxo-tetradecahydrophenanthren-2-ylidene)-N-(2-hydroxyethyl)-N-methylacetamide","2-(7-hydroxy-1,4b,8,8,10a-pentamethyl-10-oxo-3,4,4a,5,6,7,8a,9-octahydro-1H-phenanthren-2-ylidene)-N-(2-hydroxyethyl)-N-methylacetamide | C24H39NO4 | CID 163055253",NA,163055253,NA,NA
"N-palmitoyl-vanillamide","N-palmitoyl-vanillamide | C24H39NO4 | CID 67495897",NA,67495897,NA,NA
"Korormicin J","Korormicin J | C24H39NO4 | CID 139584495",NA,139584495,NA,NA
"3-({[2-(cyclohex-1-en-1-yl)ethyl]amino}methyl)-4a-hydroxy-5-methoxy-5,8a-dimethyl-dodecahydronaphtho[2,3-b]furan-2-one","3-[[2-(Cyclohexen-1-yl)ethylamino]methyl]-4a-hydroxy-5-methoxy-5,8a-dimethyl-3,3a,4,6,7,8,9,9a-octahydrobenzo[f][1]benzofuran-2-one | C24H39NO4 | CID 3728324",NA,3728324,NA,NA
"3-methyl-2-[[(2S)-3-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoyl]amino]butanoate","2-(2-{[(Tert-butoxy)carbonyl]amino}-3-methylbutanamido)-3-methylbutanoic acid | C15H28N2O5 | CID 13821088",NA,13821088,NA,NA
"tert-butyl (2R)-2-[[(2R)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoate","Tert-butyl 2-[2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoylamino]propanoate | C15H28N2O5 | CID 14213285",NA,14213285,NA,NA
"Methyl 3,3-dimethyl-2-[2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoylamino]butanoate","Methyl 3,3-dimethyl-2-[2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoylamino]butanoate | C15H28N2O5 | CID 123214960",NA,123214960,NA,NA
"Boc-Aib-L-Val-OMe","CID 85617425 | C15H28N2O5 | CID 85617425",NA,85617425,NA,NA
"(R)-2-(2-(tert-butoxycarbonylamino)-2-methylpropanamido)-4-methylpentanoic acid","(R)-2-(2-(tert-butoxycarbonylamino)-2-methylpropanamido)-4-methylpentanoic acid | C15H28N2O5 | CID 59620349",NA,59620349,NA,NA
"Methyl 2-(2-{[(tert-butoxy)carbonyl]amino}propanamido)-3-methylpentanoate","Methyl 3-methyl-2-[2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoylamino]pentanoate | C15H28N2O5 | CID 137319887",NA,137319887,NA,NA
"Boc-Gly(tBu)-N(Me)Ala-OH","Boc-Gly(tBu)-N(Me)Ala-OH | C15H28N2O5 | CID 164089298",NA,164089298,NA,NA
"3-(3-{[(Tert-butoxy)carbonyl]amino}-3-methylbutanamido)-3-methylbutanoic acid","3-(3-{[(Tert-butoxy)carbonyl]amino}-3-methylbutanamido)-3-methylbutanoic acid | C15H28N2O5 | CID 165893849",NA,165893849,NA,NA
"Boc-Ile-Aib-OH","Boc-Ile-Aib-OH | C15H28N2O5 | CID 139211281",NA,139211281,NA,NA
"Boc-Ile-Ala-OMe","Boc-Ile-Ala-OMe | C15H28N2O5 | CID 139204852",NA,139204852,NA,NA
"N-(1-Carboxy-3-methylbutyl)-L-alanyl-L-isoleucine","N-(1-Carboxy-3-methylbutyl)-L-alanyl-L-isoleucine | C15H28N2O5 | CID 53653027",NA,53653027,NA,NA
"Ethyl 2-(2-{[(tert-butoxy)carbonyl]amino}-3-methylbutanamido)propanoate","Ethyl 2-[[3-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoyl]amino]propanoate | C15H28N2O5 | CID 86245563",NA,86245563,NA,NA
"N-[(1,1-Dimethylethoxy)carbonyl]-L-leucyl-L-alanine methyl ester","N-((1,1-Dimethylethoxy)carbonyl)-L-leucyl-L-alanine methyl ester | C15H28N2O5 | CID 14013672",NA,14013672,NA,NA
"2-[2-(Tert-butoxycarbonyl-methyl-amino)-propionylamino]-3,3-dimethyl-butyric acid","2-[2-(Tert-butoxycarbonyl-methyl-amino)-propionylamino]-3,3-dimethyl-butyric acid | C15H28N2O5 | CID 72278003",NA,72278003,NA,NA
"2-methyl-2-[[(2S)-4-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoyl]amino]propanoic acid","CID 73080807 | C15H28N2O5 | CID 73080807",NA,73080807,NA,NA
"Propan-2-yl 2-[[2-(methoxycarbonylamino)-3-methylbutanoyl]amino]-3-methylbutanoate","Propan-2-yl 2-[[2-(methoxycarbonylamino)-3-methylbutanoyl]amino]-3-methylbutanoate | C15H28N2O5 | CID 21720513",NA,21720513,NA,NA
"Methyl 2-(2-{[(tert-butoxy)carbonyl]amino}butanamido)-3-methylbutanoate","Methyl 3-methyl-2-[2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoylamino]butanoate | C15H28N2O5 | CID 137320695",NA,137320695,NA,NA
"l-Leucyl-l-isoleucine, N-methoxycarbonyl-, methyl ester","l-Leucyl-l-isoleucine, N-methoxycarbonyl-, methyl ester | C15H28N2O5 | CID 91718622",NA,91718622,NA,NA
"(2S)-3-methyl-2-[[(2S)-3-methyl-1-[(2-methylpropan-2-yl)oxy]-1-oxobutan-2-yl]carbamoylamino]butanoic acid","CID 75247393 | C15H28N2O5 | CID 75247393",NA,75247393,NA,NA
"Boc-L-Val-Aib-OMe","CID 85943486 | C15H28N2O5 | CID 85943486",NA,85943486,NA,NA
"tert-butyl N-[(2S)-1-[(2-methylpropan-2-yl)oxycarbonylamino]-5-oxopentan-2-yl]carbamate","tert-butyl N-[(2S)-1-[(2-methylpropan-2-yl)oxycarbonylamino]-5-oxopentan-2-yl]carbamate","CC(C)(C)OC(=O)NCC(CCC=O)NC(=O)OC(C)(C)C",0,NA,NA
"tert-butyl N-[(3S)-1-[(2-methylpropan-2-yl)oxycarbonylamino]-4-oxopentan-3-yl]carbamate","CID 72387775 | C15H28N2O5 | CID 72387775",NA,72387775,NA,NA
"Ethyl 2-methyl-2-[[2-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoate","Ethyl 2-methyl-2-[[2-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoate | C15H28N2O5 | CID 54404823",NA,54404823,NA,NA
"tert-butyl (2R)-2-[(3R,4R)-4-aminooxolan-3-yl]-2-[(2-methylpropan-2-yl)oxycarbonylamino]acetate","tert-butyl (2R)-2-[(3R,4R)-4-aminooxolan-3-yl]-2-[(2-methylpropan-2-yl)oxycarbonylamino]acetate","CC(C)(C)OC(=O)C(C1COCC1N)NC(=O)OC(C)(C)C",0,NA,NA
"1-[(1R)-1-Formyl-2-methylpropyl]hydrazine-1,2-dicarboxylic acid di-tert-butyl ester","tert-butyl N-(3-methyl-1-oxobutan-2-yl)-N-[(2-methylpropan-2-yl)oxycarbonylamino]carbamate | C15H28N2O5 | CID 72811165",NA,72811165,NA,NA
"2-methylpropyl (2S)-2-[[(2S)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoate","2-methylpropyl (2S)-2-[[(2S)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoate","CC(C)COC(=O)C(C)NC(=O)C(C)NC(=O)OC(C)(C)C",0,NA,NA
"tert-butyl N-[4-[(1-hydroxy-3-oxobutan-2-yl)amino]-3,3-dimethyl-4-oxobutan-2-yl]carbamate","tert-butyl N-[4-[(1-hydroxy-3-oxobutan-2-yl)amino]-3,3-dimethyl-4-oxobutan-2-yl]carbamate | C15H28N2O5 | CID 130183750",NA,130183750,NA,NA
"tert-butyl N-[3-({[(tert-butoxy)carbonyl]amino}methyl)-3-hydroxycyclobutyl]carbamate","tert-butyl N-[3-({[(tert-butoxy)carbonyl]amino}methyl)-3-hydroxycyclobutyl]carbamate | C15H28N2O5 | CID 165759347",NA,165759347,NA,NA
"methyl (2S)-4-methyl-2-[[(2R)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]pentanoate","Methyl 4-methyl-2-[2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoylamino]pentanoate | C15H28N2O5 | CID 13909346",NA,13909346,NA,NA
"[2-(tert-butoxycarbonylamino-methyl)-4-hydroxy-but-2-enyl]-carbamic Acid Tert-Butyl Ester","[2-(tert-butoxycarbonylamino-methyl)-4-hydroxy-but-2-enyl]-carbamic Acid Tert-Butyl Ester | C15H28N2O5 | CID 86590320",NA,86590320,NA,NA
"2-[[2-(Ethoxycarbonylamino)-4-methylpentanoyl]amino]-4-methylpentanoic acid","2-[[2-(Ethoxycarbonylamino)-4-methylpentanoyl]amino]-4-methylpentanoic acid | C15H28N2O5 | CID 14213016",NA,14213016,NA,NA
"2-[[4-Methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoyl]amino]butanoic acid","2-[[4-Methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoyl]amino]butanoic acid | C15H28N2O5 | CID 123140056",NA,123140056,NA,NA
"tert-butyl N-[(3R,4R)-3-[(2-methylpropan-2-yl)oxycarbonylamino]oxan-4-yl]carbamate","CID 77253185 | C15H28N2O5 | CID 77253185",NA,77253185,NA,NA
"tert-butyl N-[(3R)-1-[(2-methylpropan-2-yl)oxycarbonylamino]-5-oxopentan-3-yl]carbamate","CID 76481069 | C15H28N2O5 | CID 76481069",NA,76481069,NA,NA
"L-Leucine, N-[N-[(1,1-dimethylethoxy)carbonyl]-L-alanyl]-N-methyl-","L-Leucine, N-[N-[(1,1-dimethylethoxy)carbonyl]-L-alanyl]-N-methyl- | C15H28N2O5 | CID 165350676",NA,165350676,NA,NA
"Glycyl-l-isoleucine, n-propoxycarbonyl-, propyl ester","Glycyl-l-isoleucine, n-propoxycarbonyl-, propyl ester | C15H28N2O5 | CID 91698992",NA,91698992,NA,NA
"l-Isoleucyl-l-leucine, N-methoxycarbonyl-, methyl ester","l-Isoleucyl-l-leucine, N-methoxycarbonyl-, methyl ester | C15H28N2O5 | CID 91718635",NA,91718635,NA,NA
"rac-tert-butyl N-[(1R,2R,4R)-4-{[(tert-butoxy)carbonyl]amino}-2-hydroxycyclopentyl]carbamate","rac-tert-butyl N-[(1R,2R,4R)-4-{[(tert-butoxy)carbonyl]amino}-2-hydroxycyclopentyl]carbamate | C15H28N2O5 | CID 165755185",NA,165755185,NA,NA
