LookupName,SMILES,CID
Ser-C12:0,NA,85727
Ser-DCA,NA,163161044
TAG (14:0/16:0/16:0)/ TAG (14:0/14:0/18:0),NA,-1
TAG (14:0/16:0/17:1),NA,-1
TAG (17:1/18:1/18:2),NA,-1
TG(12:0/14:1/18:2),NA,-1
TG(12:0/16:0/18:2),NA,-1
TG(12:0/18:1/18:1),NA,-1
TG(13:0/14:0/14:0),NA,56936520
TG(14:0 16:0 16:0)1-(hexadecanoyloxy)-3-(tetradecanoyloxy)propan-2-yl hexadecanoate,NA,91867460
TG(14:0/14:0/14:0),NA,11148
TG(14:0/14:0/18:0),NA,-1
TG(14:0/14:1/18:1),NA,-1
TG(14:0/16:0/16:0),NA,-1
TG(14:0/16:1/16:1),NA,131753451
TG(14:0/16:1/18:2),NA,131753458
TG(14:0/18:1/18:2),NA,-1
TG(14:0/18:2/18:2),NA,131753663
TG(14:1/14:1/16:1),NA,131758727
TG(14:1/16:1/16:1),NA,131758750
TG(15:0/16:0/16:1),NA,131754159
TG(15:0/18:1/18:1),NA,-1
TG(16:0 17:1 18:1)2-((heptadec-9-enoyl)oxy)-3-(palmitoyloxy)propyl octadec-11-enoate,NA,163127456
TG(16:0/16:0/18:3),NA,-1
TG(16:0/16:0/20:1),NA,-1
TG(16:0/16:0/22:6),NA,101948168
TG(16:0/16:1/16:1),NA,100981287
TG(16:0/16:1/18:2),NA,131750350
TG(16:0/17:0/18:2),NA,-1
TG(16:0/17:1/18:1),NA,-1
TG(16:0/18:0/18:3),NA,-1
TG(16:0/18:1/18:3),NA,-1
TG(16:0/18:1/22:0),NA,-1
TG(16:1/16:1/18:1),NA,-1
TG(16:1/18:2/18:3),NA,-1
TG(17:0/17:1/17:1),NA,-1
TG(17:0/18:1/18:1),NA,9544103
TG(17:0/18:1/18:2),NA,-1
TG(17:0/18:2/18:2),NA,-1
TG(17:1/18:1/18:1),NA,-1
TG(17:1/18:1/18:1)1-((heptadec-8-enoyl)oxy)-3-(oleoyloxy)propan-2-yl octadec-8-enoate,NA,163118192
TG(17:1/18:1/18:2),NA,9544155
TG(18:0/18:0/18:0),NA,11146
TG(18:0/18:0/20:1),NA,-1
TG(18:0/18:1/22:0),NA,-1
TG(18:0/18:2/22:0),NA,131756084
TG(18:1 18:1 20:3)2.3-bis(octadec-9-enoyloxy)propyl icosa-8.11.14-trienoate,NA,131750570
TG(18:1/22:0/22:1),NA,-1
TG(18:2/18:2/20:0),NA,131750425
TG(18:2/20:1/22:1),NA,-1
Tectorigenin,NA,5281811
Thiram,NA,5455
Tricaprylin (C8:0),NA,10850
Tricin,NA,5281702
Trifloxystrobin,NA,11664966
Trifloxystrobin CE15,NA,11664966
Trifloxystrobin CE30,NA,11664966
Trifloxystrobin CE45,NA,11664966
Trp-bMCA,NA,163122077
UNC10217938A,NA,57402790
Val-C12:0,NA,13313084
Val-C17:0,NA,21546538
Val-C20:2,NA,0
Valactamide D putative,NA,139291880
Velutin,NA,5464381
Vinpocetine,NA,443955
Wulignan A1,NA,13844295
Xylose,NA,135191
Zearalenol,NA,5933650
Zeranol,NA,2999413
aminoadipic acid-C17:1,NA,0
amyl amine-C23:1,NA,0
amylamine-C17:1,NA,0
amylamine-C20:4,NA,78382193
"beta-D-Glucopyranoside, 2-methoxy-4-((2R,3R,4S)-tetrahydro-4-hydroxy-4-((4-hydroxy-3-methoxyphenyl)methyl)-3-(hydroxymethyl)-2-furanyl)phenyl",NA,95224101
"beta-D-Xylopyranoside, 1,3,4,6,7,7a,7b,8,9,10,11,13,13a,15,15a-pentadecahydro-13-hydroxy-11-(1-hydroxy-1-methylethyl)-1,1,7a,8,13a-pentamethyl-10,12a-epoxy-2H,5H-cyclopropa(1',8'a)naphth(2',1':4,5)indeno(2,1-b)oxepin-2-yl",NA,45360351
cholic acid-C15:1,NA,0
cholic acid-C16:0,NA,76047971
"cyclohexyloxy(6-methyl-6-azabicyclo(4.4.0)dec-2-yl)methane, iodide M",NA,14447085
dopamine-C17:0,NA,168073846
dopamine-C20:3,NA,73324776
dopamine-C21:0,NA,171117255
ethyl 4-oxo-2-phenylhydroquinoline-6-carboxylate,NA,2728441
"methyl 1,2,14,18,18-pentamethyl-8-(1-methylvinyl)-17-oxopentacyclo(11.8.0.0<2, 10>.0<5,9>.0<14,19>)henicosane-5-carboxylate",NA,289986
methyl 3-(6-((4-formylpiperazin-1-yl)methyl)-3-hydroxy-4-oxo-4H-pyran-2-yl)-3-(4-((1-methyl-1H-imidazol-2-yl)methoxy)phenyl)propanoate,NA,129895202
putrescine-C20:4,NA,72962314
sphingosin C16 (Artifact)-emf,NA,-1
tert-butyl (2S)-2-(4-(((2S)-1-((4-methoxyphenyl)methylamino)-3-methyl-1-oxobutan-2-yl)carbamoyl)piperidine-1-carbonyl)pyrrolidine-1-carboxylate,NA,16399869
"(1R,3aS,5aR,5bR,8R,11aS)-3a-(hydroxymethyl)-5a,5b,8,11a-tetramethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,8,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-one",NA,0
"(2E,4E,6E,8E,10E,12E,14E,16E)-17-(2,6-dimethylcyclohexen-1-yl)-2,6,11,15-tetramethylheptadeca-2,4,6,8,10,12,14,16-octaenal",NA,0
"(2R)-2-(2,6-dimethyl-N-oxaloanilino)propanoic acid",NA,139595050
"(2R)-2-[[(9Z,12Z)-octadeca-9,12-dienoyl]amino]propanoic acid",NA,73324760
(2S)-2-[(2-acetamido-3-methylbutanoyl)amino]-3-methylbutanoic acid,NA,23299086
"(2S)-3-hydroxy-2-(octadeca-9,12-dienoylamino)propanoic acid",NA,74945990
"(4R,15R)-15-[(2R,5R)-5-[(2R,5R)-5-[(1R,12R)-15-hydroxy-1,12-bis(methoxymethoxy)pentadecyl]oxolan-2-yl]oxolan-2-yl]-4,15-bis(methoxymethoxy)pentadecan-1-ol",NA,85229504
"(6Z,9Z,12Z)-N-(2-hydroxyethyl)nonadeca-6,9,12-trienamide",NA,76837462
"(9Z,12Z)-N-(2-hydroxyethyl)heptadeca-9,12-dienamide",NA,0
(R)-2-palmitamidopropanoic acid,NA,44423669
"(R)-N-((2S,3R,6R)-1,3,6-Trihydroxy-4-octadecene-2-yl)-2-hydroxyhexadecanamide",NA,0
"1,4,7,10,13-Pentaoxa-16-azacyclooctadecane-16-acetic acid 3-cholestanyl ester",NA,14452988
"1,7-bis(3,4-dihydroxyphenyl)hept-1-ene-3,5-dione",NA,123535663
"1-[(3S,5S,8R,9S,10S,13S,14S,17S)-3-ethenyl-3-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]ethanone",NA,19386004
18-Acetoxy-Cis-Clerodan-3-Ene-15-Oic Acid,NA,74177094
"2,3-bis[[(7Z,9Z)-tetradeca-7,9-dienoyl]oxy]propyl (9Z,11Z,13Z,15Z)-henicosa-9,11,13,15-tetraenoate",NA,0
"2-({[5,5-bis(hydroxymethyl)-1,3-dioxan-4-yl]oxy}methyl)-2-(hydroxymethyl)propane-1,3-diol",NA,12868145
"2-[2-Hydroxy-3-(hydroxymethyl)cyclopropyl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",NA,138690378
"2-[4-[4-(2,6,6-Trimethylcyclohexen-1-yl)but-3-en-2-ylidene]cyclohex-2-en-1-ylidene]acetaldehyde",NA,54233936
2-[[2-(1-Adamantyl)acetyl]amino]-4-methylpentanoic acid,NA,2770858
"2H-1-Benzopyran-6-ol,3,4-dihydro-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-,(2R)-",NA,2116
"3-(1H-indol-3-yl)-2-(octadeca-9,12-dienoylamino)propanoic acid",NA,54399451
"3-hydroxy-2-methyl-6-{4,7,11-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}heptanoic acid",NA,13991770
"4,9,13-trimethyl-15-(2,6,6-trimethylcyclohex-1-en-1-yl)pentadeca-2,4,6,8,10,12,14-heptaenal",NA,3083641
4-Tert-butyl-2-[3-[5-tert-butyl-3-[3-(5-tert-butyl-3-ethenyl-2-hydroxyphenyl)-3-methylbutan-2-yl]-2-hydroxyphenyl]-3-methylbutan-2-yl]-6-ethenylphenol,NA,156863409
4-[5-(Hydroxymethyl)oxolan-2-yl]oxy-5-[5-[4-[5-(hydroxymethyl)oxolan-2-yl]oxy-5-(5-hydroxyoxan-2-yl)oxyoxan-2-yl]oxyoxan-2-yl]oxy-2-(oxan-3-yloxy)oxan-3-ol,NA,68259389
"5-(5-methoxy-3-methyl-5-oxopent-3-en-1-yl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",NA,72734095
5-(6-hydroxy-6-methylheptan-2-yl)-4a-methyl-decahydronaphthalen-1-ol,NA,73769494
Alpha-Licansaeure,NA,5281118
Gingerglycolipid B,NA,10009754
HS-Peg7-CH2CH2NH2,NA,102514760
"Hexadecyl 3,7,12-triformylcholamide",NA,129712830
"N,N-Diethylacetamide",NA,12703
"N-(1,3,6-trihydroxyoctadec-4-en-2-yl)heptadecanamide",NA,72326242
N-(2-Hydroxystearoyl)-6-hydroxysphingosine,NA,0
N-prop-2-ynyloctadec-9-enamide,NA,76661415
Nitrilotriethylene trilaurate,NA,76353
"Octadeca-2E,4E,8E,10Z-Tetraene-12-Ynoic Acid Isobutylamide",NA,86080848
Palmitoyl sarcosine,NA,192766
Sinapinate,NA,637775
"Trideca-2E,4E-Dienoic Acid Isobutylamide",NA,85386014
Viscidic Acid B,NA,72729535
[(2R)-3-[tert-butyl(dimethyl)silyl]oxy-2-octadecanoyloxypropyl] octadecanoate,NA,13916345
[(Z)-non-2-enyl] 8-[3-[2-[2-[2-(2-aminoethoxy)ethoxy]ethoxy]ethoxy]-2-[8-[(Z)-non-2-enoxy]-8-oxooctoxy]propoxy]octanoate,NA,0
"[2-[(2R)-2,3-di(hexadecanoyloxy)propoxy]-2-oxoethyl]-trimethylazanium",NA,23214121
"[5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl acetate",NA,260471
gamma-Aminobutyric acid cetyl ester,NA,36853
gamma-Linolenoyl L-alanine,NA,44423665
"methyl 5-(5,5,8a-trimethyl-2-methylidene-decahydronaphthalen-1-yl)-3-[(acetyloxy)methyl]pent-2-enoate",NA,74135952
"methyl 5-[5-(acetyloxy)-3-methylpentyl]-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylate",NA,14132233
"nonadeca-9,11-dienoic acid",NA,54082856
"1-(2H,3H-benzo(3,4-e)1,4-dioxin-6-yl)-2-(2-5,6,7,8-tetrahydronaphthyloxy)ethan -1-one",NA,17175075
"1-(5,10-dioxo-2,3,5a,6,7,8-hexahydro-1H-dipyrrolo(1,2-d:1',2'-f)pyrazin-10a-yl)propan-2-yl carbamate",NA,44715257
"2',4'-Dihydroxyflavone",NA,676290
"3,9-dihydroxy-1,4,7,10-tetramethylbenzo(b)(1,4)benzodioxepin-6-one",NA,24041553
"4'-ethenyl-2'-hydroxy-1,4',4a-trimethyl-5-oxospiro(2,3,4,7,8,8a-hexahydronaphthalene-6,1'-cyclopentane)-1-carboxylic acid",NA,57509504
6-Acetoxy-piliformic-acid,NA,137628526
Alpha-hydroxy-metoprolol,NA,114962
Biopterin; AIF; CE10; MS2Dec,NA,135403659
Citrinin///(-)-citrinin,NA,54682830
Ethylbeta-carboline,NA,5324325
Glycochenodeoxycholic acid AIF; CE10; CorrDec,NA,12544
H-ILE-TRP-OH,NA,7019085
Isocorydine,NA,10143
Leucylleucine,NA,94244
"N-(((1S,9aR)-octahydro-1H-quinolizin-1-yl)methyl)-5-(pyridin-3-yl)-1H-pyrazole-3-carboxamide",NA,75465940
Nisoldipine (Sular),NA,10091655
PSEUDO-ANISATIN,NA,6708809
Pantethine,NA,452306
SM(d18:1 16:0)(2-((2-hexadecanamido-3-hydroxyoctadec-4-en-1-yl phosphono)oxy)ethyl)trimethylazanium,NA,9939941
Solanidine base + 2O,NA,139292073
TAG (14:0/16:1/18:1),NA,-1
TG(16:1/16:1/22:6),NA,131759431
Trichodesmine,NA,119040
amyl amine-C17:1,NA,0
"(2R)-N-[3-[2-(2-acetamidoethyldisulfanyl)ethylamino]-3-oxopropyl]-2,4-dihydroxy-3,3-dimethylbutanamide",NA,0
(2S)-2-[[(2S)-1-[(2S)-2-azaniumylpropanoyl]pyrrolidine-2-carbonyl]amino]-4-methylpentanoate,NA,20437696
"2-(4-{7-hydroxy-9a,11a-dimethyl-4-oxo-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}pentanamido)acetic acid",NA,13955633
"3,6,9,12,15-Pentaoxanonadecan-1-ol",NA,74516
4-Hydroxycinnamoyl spermidine,NA,129822095
"4-amino-1-[(1R,2R,3R)-2-fluoro-1,3,5-trihydroxy-4-(hydroxymethyl)pentyl]pyrimidin-2-one",NA,0
"8-hydroxyoctadeca-9,11-diynoic acid",NA,5312836
"Dodecaethylene dlycol, diacetate",NA,525150
Meranzin Hydrate,NA,821434
TG(12:0/16:1/18:0),NA,-1
Tyrosine conjugated cholic acid,NA,145740505
"((3aR,4S,6R,11aR)-6,9-dihydroxy-6,10-dimethyl-3-methylidene-2,7-dioxo-3a,4,5,8,9,11a-hexahydrocyclodeca(b)furan-4-yl) 2-methylprop-2-enoate",NA,23955796
"(2S,3R)-2-(1-((S)-2-(tert-butoxycarbonyl)-1,2,3,4-tetrahydroisoquinoline-3-carbonyl)-4-phenylpiperidine-4-carboxamido)-3-methylpentanoic acid",NA,4869331
(3beta)-stigmast-5-en-3-ol,NA,222284
"(7,8-dimethoxy-2,2,3-trimethyl-2,3-dihydro-1H-benzo(d)azepin-4-yl)(3,4-dimethoxyphenyl)methanone",NA,51052354
"1,2,3,4-tetrahydroharmane-3-carboxylic acid",NA,73530
"1,4-Androstadiene-3,17-dione",NA,13472
"1,4-dioxacyclohexadecane-5,16-dione",NA,41270
1-Hexadecylpyridinium,NA,2683
1-methyl-2-undecylquinolin-4-one,NA,5319811
11a-Hydroxyprogesterone,NA,440105
1351610-66-6,NA,71780043
"1H-2-Benzoxacyclododecin-1,9(10H)-dione, 3,4,5,6,7,8-hexahydro-7,12,14-trihydroxy-3-methyl-",NA,24066834
"2-(2-phenylethyl)-4-((3,4,5-trimethoxyphenyl)methylene)-2-hydroisoquinoline-1, 3-dione",NA,71948405
"2-(4-(2,3-dihydrobenzo(b)(1,4)dioxin-6-yl)-1H-pyrazol-5-yl)-4-ethyl-5-methoxyphenol",NA,1285275
2-Methylthioadenosine; AIF; 30eV; MS2Dec,NA,3080604
"3-(9-methyl-5,6,7-trihydropyrazolo(1,5-c)quinazolin-6-yl)chromen-4-one",NA,135413836
"3-Hydroxy-5-isopropylidene-3,8-dimethyl-2,3,3a,4,5,8a-hexahydro-6(1H)-azulenone",NA,5320710
6-benzoylheteratisine,NA,5487064
AKOS027472136,NA,75490218
CAFESTOL ACETATE,NA,71455131
CHEBI:182598,NA,45359309
Dabigatran ethyl ester,NA,446804
Daphnin,NA,439499
Di-dihydrocaffeoyl spermidine,NA,15730308
Gly-C22:2,NA,0
Heptapropylene glycol,NA,12827211
Histidyltryptophyldiketopiperazine,NA,24066854
Ifenprodil,NA,3689
Isoliquiritigenin,NA,638278
MGDG(18:2/18:2),NA,52922101
Myxalamid B,NA,5282085
"N-(2,4-dimethoxyphenyl)-2-(2-methoxyphenyl)acetamide",NA,720408
N-BENZYLFORMAMIDE,NA,80654
N-methyllauroteanine,NA,16573
PC(P-18:1/0:0),NA,24779513
Senecionine N-oxide,NA,5380876
TG(14:0/16:0/18:2),NA,131753280
TG(15:0/16:0/18:2),NA,131754166
TG(16:0 16:0 16:1)2.3-bis(hexadecanoyloxy)propyl-hexadec-9-enoate,NA,131750336
Tetrapentylammonium,NA,17249
Yuccagenin,NA,3083608
dopamine-C16:1,NA,0
h 31 mesterolone,NA,44629823
"methyl 3,5-dimethoxy-2-(5-methoxy-4-oxo-6-((E)-prop-1-enyl)pyran-3-carbonyl)benzoate",NA,10548301
"(2E,4E,6E,8E,10E,12E,14E,16E)-6,11-dimethyl-17-(2,6,6-trimethylcyclohexen-1-yl)heptadeca-2,4,6,8,10,12,14,16-octaen-1-ol",NA,0
"(6Z)-6-[(Z)-but-2-enylidene]-4-ethoxy-1-(ethoxymethoxy)-3-[(2E,6E,10E,14E,18E,22E)-3,7,11,15,19,23,27-heptamethyloctacosa-2,6,10,14,18,22,26-heptaenyl]-2-methyl-5-methylidenecyclohepta-1,3-diene",NA,0
"(6Z,9Z,12Z,15E)-N-(2-hydroxyethyl)octadeca-6,9,12,15-tetraenamide",NA,53698424
"1,3-bis(octanoyloxy)propan-2-yl octadeca-9,12-dienoate",NA,53700340
"1,3-bis(octanoyloxy)propan-2-yl octanoate",NA,10850
"1,4a-Dimethyl-2,3,4,5,6,7,8,9,10,10a-decahydrophenanthrene-1-carboxylic acid",NA,288606
2-(4-acetyloxy-1H-indol-3-yl)ethyl-ethyl-methylazanium,NA,71308138
2-(dec-9-en-1-yl)-3-hydroxypentanedioic acid,NA,45359412
"2-[[(5Z,14Z)-henicosa-5,14-dienoyl]amino]acetic acid",NA,0
2-[[2-[(2-Amino-3-methylpentanoyl)amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoic acid,NA,18221893
"2-methyl-3-[(2E,4E)-3,7,11,15-tetramethylhexadeca-2,4-dienyl]naphthalene-1,4-dione",NA,0
3-(1H-indol-3-yl)-2-(2-methylpropanamido)propanoic acid,NA,582733
3-(4-Hydroxyphenyl)-2-(2-methylpropanoylamino)propanoate,NA,16778040
3-Deoxy-3-(hexadecanoyloxy)cholic acid methyl ester,NA,0
"4-(12-hydroxy-10,13-dimethyl-3-nonadecanoyloxy-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid",NA,164255282
"5,7',9',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-18'-ene-5,16'-diol",NA,12311128
Bacteriorubixanthinal,NA,16061261
Boc-Ser-Pro-N-Methyl-Ala-Ala-Pro-OH,NA,0
Moluccensin Q,NA,75149068
Palmitoyl-L-aspartic acid,NA,120909
"[(2S)-3-[(1R)-1,2-bis(13-methyltetradecanoyloxy)ethoxy]-2-carboxypropyl]-(hydroxymethyl)-dimethylazanium",NA,0
NERVONIC ACID,NA,5281120
"2,5-DIHYDROXYBENZOATE",NA,54675839
"2,5-Dihydroxybenzoic acid",NA,3469
4-Feruloylquinic acid,NA,10177048
"7-((2-O-alpha-L-Rhamnopyranosyl-beta-D-glucopyranosyl)oxy)-4',5-dihydroxy-3'-methoxyflavanone",NA,57509459
Accurate mass (&lt;7ppm) MS/MS spectrum of unknown detected in human plasma (m-H),NA,-1
Asp-bMCA,NA,163158030
Asp-gMCA,NA,163158031
Gentisique acid,NA,3469
N-ACETYL-D-TRYPTOPHAN,NA,439917
PE(18:2/0:0); (M-H)- C23H43N1O7P1,NA,-1
ROSMARINIC ACID,NA,5281792
(+)-Afzelechin,NA,442154
"(1'S,3R,3'R,5R,6'R,7'S)-5-(furan-3-yl)-3',6',7'-trimethyl-9'-oxaspiro(oxolane-3,2'-tricyclo(5.2.2.0¹,⁶)undecane)-2,8'-dione",NA,23872014
(2E)-3-(4-Hydroxy-3-((1E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl)-5-methoxyphenyl)-2-propenoic acid = poacic acid,NA,10337420
"(2S)-3-(3,4-dihydroxyphenyl)-2-((E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl)oxypropanoic acid",NA,5099
"(2S,3S)-2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-2,3-dihydrochromen-4-one",NA,12310641
"(2Z)-4,6-dihydroxy-2-((4-hydroxy-3,5-dimethoxyphenyl)methylidene)-1-benzofuran-3-one",NA,6476406
"(4aS,6aS,6bR,10S,12aR)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",NA,3010929
"(5S,5aR,8aR,9R)-5-hydroxy-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-(2)benzofuro(5,6-f)(1,3)benzodioxol-8-one",NA,500181
"(E)-5-(2,3-dimethyl-4,5,6,7-tetrahydro-1H-tricyclo(2.2.1.02,6)heptan-3-yl)-2-methylpent-2-enoic acid",NA,14059029
(E)-Ferulic acid,NA,445858
11-eicosenoic acid,NA,5282768
12a-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE,NA,4620898
13-HOTrE,NA,10469728
2'-Methoxyformonetin,NA,5781145
"2,2-DIMETHYLSUCCINIC ACID",NA,11701
"2-(3-(3-hydroxy-4-(4-hydroxyphenyl)-2,5-dimethoxyphenyl)-5-oxo-2H-furan-2-yl)acetic acid",NA,45782803
2-(5-(2-(2-(5-(2-hydroxybutyl)oxolan-2-yl)propanoyloxy)butyl)oxolan-2-yl)propanoic acid,NA,23872033
"2-Hydroxy-3,4-Dimethoxybenzoic Acid",NA,79737
2-acetamido-3-(4-methoxyphenyl)propanoic Acid,NA,3394278
2-hydroxypentanoic acid,NA,98009
"3,5-Dihydroxy-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptane",NA,22297431
"3,5-Dimethoxycinnamic acid",NA,86092
"3,5-dihydroxydecanoic acid",NA,44715204
"3-((3aS,8R,8aR)-8-hydroxy-6,8-dimethyl-3-methylidene-2-oxo-3a,4,5,8a-tetrahydrocyclohepta(b)furan-7-yl)propanoic acid",NA,15143694
3-(2-HYDROXYPHENYL)PROPANOATE,NA,6930705
3-GluA Soyasapogenol B (NMR),NA,51136552
3-Hydroxyvaleric acid,NA,107802
"4,6,8-trihydroxy-7-methoxy-3-methyl-3,4-dihydroisochromen-1-one",NA,23757117
"4,8-dihydroxy-6-methoxy-3-methyl-3,4-dihydro-1h-isochromen-1-one",NA,45359158
"4-(2,4-dihydroxy-3,5-dimethylbenzoyl)oxy-2-hydroxy-3,5-dimethylbenzoic acid",NA,23930362
"4-hydroxy-3-((E)-7-hydroxy-3,7-dimethyl-4-oxooct-5-enyl)-5-(3-methylbut-2-enyl)benzoic acid",NA,51136485
"5,7-dihydroxy-2-methyl-8-((2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl)chromen-4-one",NA,10338198
"5-((1S,2R,4aR)-5-(acetyloxymethyl)-1,2,4a-trimethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl)-3-methylpentanoic acid",NA,24094134
"5-(10-(3,5-dihydroxyphenyl)decyl)benzene-1,3-diol",NA,38362549
"5-(3,4-dihydroxyphenyl)-6,7-dimethyl-5,6,7,8-tetrahydronaphthalene-2,3-diol",NA,14462042
69227-93-6,NA,114880
"7,8,2'-Trihydroxyflavone",NA,676309
"7,8,4'-trihydroxyflavone",NA,688853
"8-((2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-((2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NA,15596598
:102040 M+formate,NA,3482911
ACon1 001929,NA,23846546
ACon1 002163,NA,23874505
Afzelechin,NA,442154
Aldosterone,NA,5839
Amcinonide,NA,443958
Aspirin,NA,2244
Behenic acid,NA,8215
Beijinchrome D,NA,75411935
CHEBI:181291,NA,57509505
CHEBI:181493,NA,75368785
CHEBI:181615,NA,45359952
CHEBI:182699,NA,56776254
CHEMBL66966,NA,5315615
CORTISONE ACETATE,NA,5745
CU-CPT22,NA,71503400
Caffeyl alcohol,NA,5282096
Cortexolone,NA,440707
Cucurbitacin I,NA,5281321
D-GULONIC ACID GAMA-LACTONE,NA,6857417
D-RIBOSE,NA,10975657
Deoxyphomalone,NA,26470515
Deoxyribose,NA,9828112
Dihydroxy-Valerate,NA,677
Dinoterb,NA,14994
Epihesperidin,NA,91927750
FA 16:3+1O,NA,54432406
FA 18:2+1O,NA,1424
FA 18:3+1O,NA,53394275
FA 18:3+2O,NA,25200982
FA(22:1)11-docosenoic acid,NA,5312549
FAHFA 26:0,NA,133053745
FAHFA 30:0,NA,101527404
FAHFA 36:2,NA,133049573
FAHFA 36:4,NA,134748199
"Feruloyl quinic acid (isomer of 887, 888)",NA,73210496
Forskolin,NA,47936
H-Lys-Trp-Lys-OH,NA,161970
Hannokinol,NA,14427394
Hexyl gallate,NA,9831030
Hydroxyferulic acid,NA,446834
Isodityrosine (Not validated),NA,14309606
Isoevernic acid,NA,12310988
Isotaxiresinol,NA,9841162
LITHOCHOLIC ACID M+formate,NA,500165
Lanosterol,NA,246983
Maresin 1,NA,60201795
Met-CDCA,NA,163122867
Met-gMCA,NA,163126713
Methyl 4-hydroxycinnamate,NA,5319562
Neohesperidin40eV,NA,442439
PGI2,NA,5282411
PI(18:1/0:0),NA,42607496
Piceatannol 3'-O-glucoside,NA,11968990
Platyphyllonol,NA,13347313
Poricoic acid B,NA,5471852
ReSpect:PT204520 rosmarinic acid,NA,5099
Rubiadin,NA,124062
SCHEMBL8283296,NA,45359621
THYROTROPIN RELEASING HORMONE,NA,32281
Taxiresinol,NA,10088963
Terphenolide,NA,45782753
Zearalenone,NA,5281576
alpha-cyano-4-hydroxycinnamic acid,NA,2102
b Zearalenol,NA,134602
methyl chlorogenate,NA,6476139
pentalenolactone D,NA,15127669
rosmarinic acid,NA,5281792
Cer 17:0;2O/17:2;O,NA,-1
FA 12:1,NA,12736
FA 12:2,NA,5283028
FA 13:1,NA,10458
FA 14:0,NA,1563
FA 16:0,NA,985
FA 18:2,NA,5280450
FA 18:3,NA,395943
FA 19:0,NA,12591
FA 20:3,NA,174013
FA 24:0,NA,11197
FA 24:1,NA,5281120
LPE 15:1,NA,138214175
LPE 16:0,NA,-1
PE 15:0_16:0,NA,9546768
(2S)-2-hydroxy-N-[2-[[(2S)-2-hydroxydodecanoyl]amino]ethyl]-14-[(2S)-2-methyl-5-oxo-2H-furan-4-yl]tetradecanamide,NA,74389542
"(3S,4R,6R)-6-[[(3S,4R,6aR,6bS,8aR,9R,14bR)-4,9-dihydroxy-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]oxane-2,3,4,5-tetrol",NA,72593419
"(4R)-4-[(3R,7R,13R)-3-hydroxy-7-[2-[[(4R,8R)-14-hydroxy-4,8,12-trimethyl-2-oxatricyclo[7.4.1.05,14]tetradecan-3-yl]oxy]ethoxy]-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",NA,0
"2,3-Dihydroxyundecanedioic acid",NA,133562194
"28-{[3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}octacosyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",NA,163077691
"4-[12-hydroxy-3-[(11Z,14Z,17Z)-icosa-11,14,17-trienoyl]oxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",NA,0
Ac-DL-Cys(SEt)-Gly-DL-Asn-Unk,NA,53797972
"Dibutanoic acid (20R)-20-hydroxy-25-methoxy-5alpha-dammarane-3beta,12beta-diyl ester",NA,0
Teasterone-3-Laurate,NA,162854605
